located Name,Wattage,Price,Efficiency,Matched Tier Model,Tier,Matched Tier Model Info,Similarity,Image URL,modularity,Product URL,size,color,atxver
MSI MPG A850G PCIE5,850,119.99,80+ Gold,msi mpg a g pcie5,A,ATX 3.0 refresh,106.73888888888888,https://cdna.pcpartpicker.com/static/forever/images/product/5bff625e69da1c7069c73f477b42ca41.256p.jpg,Full,,ATX,Black,ATX 3.x
SHARKOON Rebel P20 1000,1000,119.99,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/a39c9b21d04d4585f913a271db9d7169.256p.jpg,Full,,ATX,White,N/A
Corsair RM1000e (2023),1000,120.0,80+ Gold,corsair rm e 2023 gen 5,B+,,112.03636363636363,https://cdna.pcpartpicker.com/static/forever/images/product/ce27e414f67e9e8786401e4260bb85fa.256p.jpg,Full,,ATX,Black,ATX 3.x
Silverstone DA750 Gold,750,120.11,80+ Gold,silverstone triton rz gold,B-,"Claims an ICB fan, actually uses an LLS (rifle) bearing. Noisy ~40dBA for 750W and in excess of 48dBA for the 850W under full load.",108.12142857142857,https://cdna.pcpartpicker.com/static/forever/images/product/86e43d07e104412be4e0e875349a9ec1.256p.jpg,Full,,ATX,Black / White,ATX 3.x
Enermax Revolution D.F. 12,850,120.33,80+ Gold,enermax revolution d f 12,A-,122mm depth (extremely compact.),129.25,https://m.media-amazon.com/images/I/41Nc7wLlQlL.jpg,Full,,ATX,White,ATX 3.x
Thermaltake Toughpower Grand RGB,650,120.62,80+ Gold,thermaltake toughpower grand rgb gold sync ed,B+,,127.1,https://cdna.pcpartpicker.com/static/forever/images/product/83e4371175c6091bde1dd3e6dc1e48ce.256p.jpg,Full,,ATX,,ATX 2.x
RAIJINTEK CRATOS,1200,120.89,80+ Gold,raijintek cratos,A,,128.3,https://cdna.pcpartpicker.com/static/forever/images/product/34ebb229f60c43f47d7435ac52bc54e7.256p.jpg,Full,,ATX,White,ATX 3.x
ASRock Phantom Gaming PG-750G,750,121.17,80+ Gold,asrock phantom gaming pg g,A,"12V-2x6 connector (GPU side) has thermistors to act as an ""OTP"" against melting. Stellar ripple suppression, especially on the minor rails.",125.3,https://cdna.pcpartpicker.com/static/forever/images/product/05f77e3fcfaedb40ed55bfa5174d914e.256p.jpg,Full,,ATX,Black,ATX 3.x
RAIJINTEK CRATOS,1200,121.9,80+ Gold,raijintek cratos,A,,128.3,https://cdna.pcpartpicker.com/static/forever/images/product/5531c60ff632f6f104e7b6082c69b70f.256p.jpg,Full,,ATX,Black,ATX 3.x
FSP Group Hydro K Pro ATX3.0,850,121.98,80+ Bronze,fsp fortron sparkle hydro k pro atx 3 0,C*,"No performance data, most likely the K Pro made for ATX 3.0 compliancy.",94.00555555555556,https://cdna.pcpartpicker.com/static/forever/images/product/05152e654808d05e4964f7051805118f.256p.jpg,No,,ATX,Black,ATX 3.x
Lian Li SX0850P,850,122.05,80+ Platinum,lian li sx p,A,Good electrical performance and reasonably quiet for the category.,103.17407407407407,https://cdna.pcpartpicker.com/static/forever/images/product/a3404283ef1a9e46512f4acf11cb7247.256p.jpg,Full,,ATX,White,ATX 3.x
Inter-Tech HA-1200BA4,1200,122.18,80+ Gold,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/b76692a5fb7d1dc670209d0131bd79ea.256p.jpg,Full,,ATX,Black,N/A
Gigabyte AORUS ELITE P850 ICE,850,122.37,80+ Platinum,gigabyte aorus elite ae pm pg5 ice,A-,The OCP triggering point on the 5VSB rail allows for extremely excessive ripple; 5V rail hot triggering point allows for a voltage drop out of spec.,110.26603773584905,https://cdna.pcpartpicker.com/static/forever/images/product/bdd5830e0a2fbcfb5afeefae21121053.256p.jpg,Full,,ATX,White,ATX 3.x
Xilence XP1050MR9.2,1050,122.63,80+ Gold,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/61CsK9bVqUL.jpg,Full,,ATX,Black / Red,N/A
SeaSonic Focus GX V4 ATX 3 (2024),850,122.89,80+ Gold,seasonic focus gx v4 atx 3 1,A-,"Black model has white line accents, compared to V3. Stupidly high inrush current, mediocre transient response, minor rails' OCP need tuning.",149.4,https://cdna.pcpartpicker.com/static/forever/images/product/5595266ca881fcc6e5296037a601f47d.256p.jpg,Full,,ATX,Black,ATX 3.x
be quiet! Power Zone 2,850,122.89,80+ Platinum,be quiet power zone 2,B+,First be quiet! PSU with semi-passive operation.,119.55,https://cdna.pcpartpicker.com/static/forever/images/product/a2d7bd1f1791322949e2087a850997dd.256p.jpg,Full,,ATX,Black,ATX 3.x
SHARKOON Rebel P20 SFX,750,123.49,80+ Platinum,sharkoon rebel p20 platinum sfx,A-,The OCP (+12V and 5VSB lines) and OPP triggering points are set way higher than necessary. Mediocre transient response. 7 year warranty.,129.55,https://cdna.pcpartpicker.com/static/forever/images/product/a469f53d39588d09c706ee356c02b458.256p.jpg,Full,,SFX,Black,ATX 3.x
SeaSonic G12 GM,650,123.85,80+ Gold,seasonic g12 gm,C+,Semi-modular version of the G12 GC (Global),127.25,https://cdna.pcpartpicker.com/static/forever/images/product/b2ce6db58df953faab88eda8dd296bca.256p.jpg,Semi,,ATX,Black / Blue,ATX 2.x
MSI A1000G PCIE5,1000,123.99,80+ Gold,msi mag a gl pcie5 ii,B+*,Sticker on unit is slightly different w/ yellow corner accents. All dimensions and specs are otherwise the same.,91.55,https://cdna.pcpartpicker.com/static/forever/images/product/f4ba2af40fa30a597244521a441515b5.256p.jpg,Full,,ATX,Black,ATX 3.x
ADATA XPG Core Reactor II,850,124.9,80+ Gold,adata xpg core reactor ii,A+,ATX 3.0 refresh,128.75,https://m.media-amazon.com/images/I/41mmLCWwqWL.jpg,Full,,ATX,White,ATX 3.x
Chieftec ATMOS,750,125.85,80+ Gold,chieftec chieftronic atmos cpx fc,A-,Platform is well reviewed although no direct transient response data.,119.15,https://cdna.pcpartpicker.com/static/forever/images/product/25b431e9126603cfc7f85735002703a6.256p.jpg,Full,,ATX,Black,ATX 3.x
Montech CENTURY II,1200,125.89,80+ Gold,montech century ii gold atx 3 1,A,"Good performance and noise profile. High inrush current. OPP and OCP on the minor rails need tuning. Functional, but set high.",129.9,https://cdna.pcpartpicker.com/static/forever/images/product/f973a0374020c80c5fb0199771036a12.256p.jpg,Full,,ATX,Black,ATX 3.x
Fractal Design Ion 3 Gold,850,125.9,80+ Gold,fractal design ion gold v3 atx 3 1,A*,,130.05,https://cdna.pcpartpicker.com/static/forever/images/product/50cfcddd7877c53d037bf1c1e7101710.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower GF A3 Snow,850,126.26,80+ Gold,thermaltake toughpower gf a3 swap fagu l,B-,"Unnanounced OEM swap. Technically invalid 80 Plus certification, but did qualify for Gold in testing, as advertised.",131.80327868852459,https://cdna.pcpartpicker.com/static/forever/images/product/f9f65f8de59f21fde47414034b68536c.256p.jpg,Full,,ATX,White,ATX 3.x
Noua Volture X GX-MVX,850,126.8,80+ Gold,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/410NDH4Lu8L.jpg,Full,,ATX,Black,N/A
MSI MPG A1000GS PCIE5,1000,126.98,80+ Gold,msi mpg a gs pcie5,A,"Only one 8-pin PCIe cable! Dual 12VHPWR. Good performance in pre-production sample , but needs fine-tuning. Semi-digital.",106.57948717948719,https://cdna.pcpartpicker.com/static/forever/images/product/e30f8fbb357a16391b3a15586b9aaec4.256p.jpg,Full,,ATX,Black,ATX 3.x
Cooler Master MWE Gold V2 ATX 3.1,1050,127.04,80+ Gold,cooler master mwe v2 gold atx 3 1,B+,,139.5,https://cdna.pcpartpicker.com/static/forever/images/product/d02cdd5ede71a958cc789745f1760692.256p.jpg,Full,,ATX,Black,ATX 2.x
BitFenix Formula Gold 650,650,127.57,80+ Gold,bitfenix formula gold,A,"Design modified for multiple 12V rails: 3 on ≤550W, 4 on ≥650W",125.3,https://cdna.pcpartpicker.com/static/forever/images/product/3bf5e735214e4c6b833ac57b4dd36bfb.256p.jpg,No,,ATX,,ATX 2.x
Chieftec Stealth,1000,127.89,80+ Platinum,chieftec chieftronic powerplay gpu fc platinum,A+,Semi-digital,84.96666666666665,https://cdna.pcpartpicker.com/static/forever/images/product/0d30b3352f3b131788dc37397801e0f2.256p.jpg,Full,,ATX,Black,ATX 2.x
SeaSonic PRIME,650,127.89,80+ Gold,seasonic prime gold gx,A,,126.45,https://m.media-amazon.com/images/I/51H9kuVqq9S.jpg,Full,,ATX,Black,ATX 2.x
Gigabyte UD1000GM PG5 (rev. 2.0),1000,128.09,80+ Gold,gigabyte p gm,C*,"Allegedly not affected by the bad FET design, however, no proper testing exists to confirm this.",103.3404761904762,https://cdna.pcpartpicker.com/static/forever/images/product/57c3b482e6f4ab64bb5406715273ca8a.256p.jpg,Full,,ATX,Black,ATX 2.x
be quiet! SFX L Power,600,128.78,80+ Gold,be quiet sfx l power,B,Custom be quiet! rifle bearing fan.,115.5,https://cdna.pcpartpicker.com/static/forever/images/product/933b1005478f139d7caf504efce06dad.256p.jpg,Full,,SFX,Black,ATX 2.x
Cooler Master G800,800,129.0,80+ Gold,cooler master g gold,B-,,120.10714285714286,https://cdna.pcpartpicker.com/static/forever/images/product/05147128709c7f92d4dee1b2435014b4.256p.jpg,No,,ATX,Black,ATX 2.x
be quiet! System Power 10,850,129.0,80+ Gold,be quiet system power 10 gold,C+,,118.2,https://cdna.pcpartpicker.com/static/forever/images/product/f32c06b9d1141f919ba11afdf42deefd.256p.jpg,No,,ATX,Black,ATX 2.x
Fractal Design Ion Gold,750,129.0,80+ Gold,fractal design ion gold v3 atx 3 1,A*,,130.05,https://cdna.pcpartpicker.com/static/forever/images/product/d5772fcef3f2fa90bbaef1a5b49107a0.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower PF1 - TT Premium Edition,750,129.09,80+ Platinum,thermaltake toughpower pf1 premium,B+,No MOV,127.7,https://cdna.pcpartpicker.com/static/forever/images/product/099c873bac1417d10db12f7b3caaa97b.256p.jpg,Full,,ATX,Black,ATX 2.x
SHARKOON Rebel P20 850,850,129.21,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/156a6530abcf9ca190cf809d689662f7.256p.jpg,Full,,ATX,Black,N/A
Corsair RM1000e (2025),1000,129.88,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/e1a0bb0ca24bc0c2d95fea57a8c2019d.256p.jpg,Full,,ATX,Black,N/A
Thermalright TG,850,129.89,80+ Gold,thermalright tr tg,C*,550-1000W aren't properly reviewed. White variants have a different method of DC-DC conversion from black models. False efficiency certifications.,128.4,https://cdna.pcpartpicker.com/static/forever/images/product/a49ccea2ec9a2e0ce8c28d879adf6cad.256p.jpg,Full,,ATX,White,ATX 3.x
Asus ROG Strix,650,129.9,80+ Gold,asus rog strix gold,A,650W has poor 3.3V transient response,126.7,https://cdna.pcpartpicker.com/static/forever/images/product/fbb77c35e50a1a7c78acc46caa40e366.256p.jpg,Full,,ATX,Black / Red,ATX 2.x
be quiet! Pure Power 11 FM 550,550,129.9,80+ Gold,be quiet pure power 11 fm,B+,,116.25,https://cdna.pcpartpicker.com/static/forever/images/product/866ec250d1b658773695fa3782c155f0.256p.jpg,Full,,ATX,Black,ATX 2.x
SeaSonic Focus GX V4 ATX 3 (2024),850,130.11,80+ Gold,seasonic focus gx v4 atx 3 1,A-,"Black model has white line accents, compared to V3. Stupidly high inrush current, mediocre transient response, minor rails' OCP need tuning.",149.4,https://cdna.pcpartpicker.com/static/forever/images/product/c47adb16cfeb519bade71008c258af92.256p.jpg,Full,,ATX,White,ATX 3.x
ASRock Steel Legend SL-850GW,850,130.89,80+ Gold,asrock steel legend sl g,A,"1000W model has poor transient response on 12V under 200% spike, other models mediocre. 850/1000W avail. in white.",124.85217391304349,https://cdna.pcpartpicker.com/static/forever/images/product/f0d0913927dbad7a2da55bd5a2100f43.256p.jpg,Full,,ATX,White,ATX 3.x
SHARKOON Rebel P30 Gold,850,131.57,80+ Gold,sharkoon rebel p30 gold,A,"The OCP, OPP, and OTP triggering points, while functional, are set way higher than necessary. Very high build quality. 10 year warranty.",128.4,https://m.media-amazon.com/images/I/519j9CLlTqL.jpg,Full,,ATX,Black,ATX 3.x
MSI MAG A1000GLS PCIE5,1000,131.58,80+ Gold,msi mag a gls pcie5,A-,Extremely quiet operation; however OCP is set high on the minor rails.,107.2548780487805,https://cdna.pcpartpicker.com/static/forever/images/product/009f529c253efdcffa7588b07a793742.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower GF1 ARGB,850,131.87,80+ Gold,thermaltake toughpower gf1 argb,A+,,128.05,https://cdna.pcpartpicker.com/static/forever/images/product/6d66feb3aa6d7d5f1747b7fb612ba6bf.256p.jpg,Full,,ATX,,ATX 2.x
SeaSonic FOCUS SGX,650,131.98,80+ Gold,seasonic focus sgx sfx,B-,,127.6,https://cdna.pcpartpicker.com/static/forever/images/product/332544e0e8da6848b9fa83947101de60.256p.jpg,Full,,SFX,Black,ATX 2.x
SeaSonic FOCUS SGX (2021),650,131.98,80+ Gold,seasonic focus sgx sfx,B-,,147.6,https://m.media-amazon.com/images/I/419av3jRKwL.jpg,Full,,SFX,Black,ATX 2.x
SHARKOON Rebel P20 1000,1000,132.48,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/156a6530abcf9ca190cf809d689662f7.256p.jpg,Full,,ATX,Black,N/A
Silverstone FX500-G,500,132.9,80+ Gold,silverstone essential gold et g,B,,107.65,https://cdna.pcpartpicker.com/static/forever/images/product/6be712b0f14773f8e9761339bff9987a.256p.jpg,No,,Flex ATX,Black,ATX 2.x
ADATA XPG Core Reactor II,1000,132.9,80+ Gold,adata xpg core reactor ii,A+,,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/c703525755ea465f0a43f34feee872a7.256p.jpg,Full,,ATX,Black,ATX 3.x
Silverstone Extreme Rz,550,133.49,80+ Gold,silverstone extreme sfx sfx l rz gold,B*,"12V-2x6 connector on modular panel, but no included cable for it. Can be bought separately. Potentially to only need 150% excursions?",129.6,https://m.media-amazon.com/images/I/41+tayDSddL.jpg,Full,,SFX,Black,ATX 3.x
Asus TUF Gaming B,550,133.83,80+ Bronze,asus tuf bronze,B,Mediocre transient response and low quality caps.,97.31521739130434,https://cdna.pcpartpicker.com/static/forever/images/product/da19df68c60fc5677ab341a161d4413d.256p.jpg,No,,ATX,Black,ATX 2.x
Thermaltake Toughpower Grand RGB,750,133.99,80+ Gold,thermaltake toughpower grand rgb gold sync ed,B+,,127.1,https://cdna.pcpartpicker.com/static/forever/images/product/929ea39886802f2bd52cc256e5d4e128.256p.jpg,Full,,ATX,,ATX 2.x
Montech TITAN PLA,850,133.99,80+ Platinum,montech titan platinum pla,A-,"Very good build quality and efficiency, but overall performance is dwarfed by the CWT-built Titan Gold.",129.3,https://cdna.pcpartpicker.com/static/forever/images/product/82e5b78b3a3350f267109a937680844e.256p.jpg,Full,,ATX,White,ATX 3.x
ASRock Phantom Gaming PG-850G,850,134.09,80+ Gold,asrock phantom gaming pg g,A,"12V-2x6 connector (GPU side) has thermistors to act as an ""OTP"" against melting. Stellar ripple suppression, especially on the minor rails.",125.3,https://cdna.pcpartpicker.com/static/forever/images/product/570c93c20fb5424ff85c5da1f825863f.256p.jpg,Full,,ATX,Black,ATX 3.x
Lian Li SX1000P,1000,134.57,80+ Platinum,lian li sx p,A*,,103.17407407407407,https://cdna.pcpartpicker.com/static/forever/images/product/b38a87de6686941a08ff333678f55fdd.256p.jpg,Full,,ATX,Black,ATX 3.x
Xilence XP1250MR9.2,1250,134.62,80+ Gold,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/61w9afT5rQL.jpg,Full,,ATX,Black / Red,N/A
Fractal Design Ion 3 Gold,1000,134.69,80+ Gold,fractal design ion gold v3 atx 3 1,A*,,130.05,https://cdna.pcpartpicker.com/static/forever/images/product/de9174b0b4c0db6a9545cd13a783f5e6.256p.jpg,Full,,ATX,White,ATX 3.x
Corsair RM1000x (2024),1000,134.9,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/8bc2cb01b2a5875aa983b4cc5be68221.256p.jpg,Full,,ATX,Black,N/A
SHARKOON Rebel P20 850,850,135.8,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/a39c9b21d04d4585f913a271db9d7169.256p.jpg,Full,,ATX,White,N/A
be quiet! Pure Power 12 M,1200,135.89,80+ Gold,be quiet pure power 12 m,A,Not to be confused with the non-modular Pure Power 12!,118.7,https://cdna.pcpartpicker.com/static/forever/images/product/9423467940fb7db90ff47c5fa315a309.256p.jpg,Full,,ATX,Black,ATX 3.x
Cooler Master MWE Gold V2 ATX 3.1,1050,135.98,80+ Gold,cooler master mwe v2 gold atx 3 1,B+,,139.5,https://cdna.pcpartpicker.com/static/forever/images/product/0ea9fa31717042ca445938ec2538f0a3.256p.jpg,Full,,ATX,White,ATX 2.x
Antec NeoECO Gold,750,136.05,80+ Gold,antec atom gsk atx 3 1,B+,"Questionable fan choice, claimed as FDB, model was noted as rifle in a review of another PSU.",77.9235294117647,https://cdna.pcpartpicker.com/static/forever/images/product/4d9810fac452be5b29a2f67ba60f87e5.256p.jpg,Full,,ATX,,ATX 3.x
ASRock Steel Legend SL-1000G,1000,136.3,80+ Gold,asrock steel legend sl g,A,"1000W model has poor transient response on 12V under 200% spike, other models mediocre. 850/1000W avail. in white.",124.85217391304349,https://cdna.pcpartpicker.com/static/forever/images/product/0831b235eea9461d59da3b218e57f673.256p.jpg,Full,,ATX,Black,ATX 3.x
Montech TITAN GOLD 850W,850,136.39,80+ Gold,montech titan gold,A+,,128.15,https://cdna.pcpartpicker.com/static/forever/images/product/077f9e8de9568e193054b59a23d8d95a.256p.jpg,Full,,ATX,Black,ATX 3.x
be quiet! Power Zone 2,1000,136.9,80+ Platinum,be quiet power zone 2,B+,First be quiet! PSU with semi-passive operation.,119.55,https://cdna.pcpartpicker.com/static/forever/images/product/838e53fd8b582b17bbac83fab611f118.256p.jpg,Full,,ATX,Black,ATX 3.x
Fractal Design Ion Gold,850,137.53,80+ Gold,fractal design ion gold v3 atx 3 1,A*,,130.05,https://m.media-amazon.com/images/I/41KBXm1EYsS.jpg,Full,,ATX,Black,ATX 3.x
SeaSonic FOCUS SGX (2021),750,137.99,80+ Gold,seasonic focus sgx sfx,B-,,147.6,https://cdna.pcpartpicker.com/static/forever/images/product/f3bbf99017d293621fbcfb7419d688f8.256p.jpg,Full,,SFX,Black,ATX 2.x
Thermaltake Toughpower PF3,1050,138.27,80+ Platinum,thermaltake toughpower pf3,A-,"Questionable fan quality, two EPS connectors on the same cable. Otherwise qualifies for A tier based on performance.",128.8,https://m.media-amazon.com/images/I/41IC+Hi4PjL.jpg,Full,,ATX,Black,ATX 3.x
MSI MPG A1000G,1000,138.91,80+ Gold,msi mpg a g,A,,97.55,https://cdna.pcpartpicker.com/static/forever/images/product/f01f2f153ab94837a8a30dd45d93935a.256p.jpg,Full,,ATX,Black,ATX 2.x
Cooler Master MWE Gold 850 - V2,850,139.0,80+ Gold,cooler master mwe v2 gold atx 3 1,B+,,139.5,https://cdna.pcpartpicker.com/static/forever/images/product/01c5294aaa030cd889e3923906b92a10.256p.jpg,Full,,ATX,Black,ATX 2.x
ENDORFY Supremo FM5,1000,139.0,80+ Gold,endorfy supremo gold fm5,C,"Platform visually appears identical to the 916MC platform used in the SAMA XF, which died during OCP testing per LTT Labs . Proceed with caution.",128.55,https://cdna.pcpartpicker.com/static/forever/images/product/bbd819e803edd933f37914afaac826fd.256p.jpg,Full,,ATX,Black,ATX 2.x
Zalman TeraMax II,750,139.0,80+ Gold,zalman teramax ii se,B+,"1000W has very poor transient response in the 200% ATX 3.1 excursion test, poor regulation on 3.3V, OCP is set way too high on the minor rails.",129.0,,Full,,ATX,White,ATX 3.x
Chieftec Stealth,1200,139.89,80+ Platinum,chieftec chieftronic powerplay gpu fc platinum,A+,Semi-digital,84.96666666666665,https://cdna.pcpartpicker.com/static/forever/images/product/1d21a7627617690a4a9ad3ff1184e198.256p.jpg,Full,,ATX,Black,ATX 2.x
Fractal Design Ion 3 Gold,1000,139.9,80+ Gold,fractal design ion gold v3 atx 3 1,A*,,130.05,https://cdna.pcpartpicker.com/static/forever/images/product/8af9a41793cc9faf8e7063cef020d072.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower GF A3 Snow,1050,139.9,80+ Gold,thermaltake toughpower gf a3 swap fagu l,B*,Unnanounced OEM swap. Technically invalid 80 Plus certification.,131.80327868852459,https://cdna.pcpartpicker.com/static/forever/images/product/f8517a9b576c3320af532ce509a9efc3.256p.jpg,Full,,ATX,White,ATX 3.x
be quiet! Pure Power 12 M,550,139.9,80+ Gold,be quiet pure power 12 m,A,Not to be confused with the non-modular Pure Power 12!,118.7,https://cdna.pcpartpicker.com/static/forever/images/product/1a94a255faed45ff7cbb10961739c25f.256p.jpg,Full,,ATX,Black,ATX 3.x
KOLINK Regulator,1000,139.9,80+ Gold,kolink regulator,B+*,Platform is well reviewed but nothing regarding electrical performance or protections data are out.,128.3,https://cdna.pcpartpicker.com/static/forever/images/product/0bd90d63bd08ff1727b0f6eae0c5c89f.256p.jpg,Full,,ATX,Black,ATX 3.x
KOLINK Continuum V2,1050,139.9,80+ Platinum,kolink continuum v2,B*,Not enough conclusive data.,136.45,https://cdna.pcpartpicker.com/static/forever/images/product/591b8c9bebcadf5e1fd5eff88fb61a6e.256p.jpg,Full,,ATX,Black,ATX 2.x
Asus TUF Gaming 1000G,1000,140.87,80+ Gold,asus tuf gold,B,12VHPWR to dual PCIE cable as well as a native 12VHPWR cable.,127.9,https://cdna.pcpartpicker.com/static/forever/images/product/6f6f30fe3667a292aee80208a58acb28.256p.jpg,Full,,ATX,White,ATX 3.x
be quiet! Straight Power 12,750,140.89,80+ Platinum,be quiet straight power 12,A*,"160mm length; no Cybenetics entry. Needs transient response testing, OTP listed as pass but no results showed.",119.3,https://cdna.pcpartpicker.com/static/forever/images/product/64bedfcd6c904c42841806e4673c611f.256p.jpg,Full,,ATX,Black,ATX 3.x
Cooler Master MWE Gold V2 ATX 3.1,1250,140.95,80+ Gold,cooler master mwe v2 gold atx 3 1,B+,,139.5,https://cdna.pcpartpicker.com/static/forever/images/product/4b2624bfe2d6d7a2e889009b6ba7852a.256p.jpg,Full,,ATX,Black,ATX 2.x
Chieftec Polaris,1250,141.06,80+ Gold,chieftec chieftronic polaris pps fc,B-,Decent electrical performance but OTP is either not present or set too high (>200°C ) which is useless. See testing here. 2 year warranty.,118.25,https://m.media-amazon.com/images/I/41yWJ4DL07L.jpg,Full,,ATX,Black,ATX 2.x
Asus TUF Gaming 1000G,1000,141.16,80+ Gold,asus tuf gold,B,12VHPWR to dual PCIE cable as well as a native 12VHPWR cable.,127.9,https://cdna.pcpartpicker.com/static/forever/images/product/06eac4dd425e5a1d1e70735068c47072.256p.jpg,Full,,ATX,Black,ATX 3.x
Gigabyte AORUS ELITE P1000 ICE,1000,141.16,80+ Platinum,gigabyte aorus elite ae pm pg5 ice,A,"Good overall electrical performance and component quality. Version 1.0 is ATX 3.0, Version 1.1 is ATX 3.1 to replace 12VHPWR with 12V-2x6.",108.58888888888889,https://cdna.pcpartpicker.com/static/forever/images/product/a37d72acd789e98c8270a9da18d38a9f.256p.jpg,Full,,ATX,White,ATX 3.x
NZXT C1200 (2024),1200,141.32,80+ Gold,nzxt c series gold atx 3 1 2024,A+,Available in black and white,106.29285714285714,https://cdna.pcpartpicker.com/static/forever/images/product/c738e40268a79b636c158d4532785b6d.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower GF3 TT Premium,850,141.9,80+ Gold,thermaltake toughpower gf3 premium swap tpd flg,B*,"Made in Vietnam, part number is TPD-(watts)AH3FLG. Not certain on date of swap. This does NOT mean that every unit built after 2023 is the swap - only units bearing the TPD-FLG part number. Appears to be being double-sourced.",135.62464788732393,https://cdna.pcpartpicker.com/static/forever/images/product/1fec713c4a2ff56951d81112d8508171.256p.jpg,Full,,ATX,Black,ATX 3.x
MSI MAG A1250GL PCIE5,1250,142.5,80+ Gold,msi mag a gl pcie5,B+,5V OCP malfunctioned under high temps; CSZ costdown with Chinese caps and inexpensive bridge rectifiers per Aris' testing .,105.57948717948719,https://cdna.pcpartpicker.com/static/forever/images/product/4892c7a4ba21f50538ec1ae0e18a72ec.256p.jpg,Full,,ATX,Black,ATX 3.x
Corsair RM1000e (2025),1000,143.48,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/9fc6cb597b8f13a08550ae7d3eba25bf.256p.jpg,Full,,ATX,White,N/A
SeaSonic 1000FX WHITE,1000,143.78,80+ Gold,seasonic focus gx white,A,,97.65,https://cdna.pcpartpicker.com/static/forever/images/product/f4a595e0d511bdf16ee179eee95ff173.256p.jpg,Full,,ATX,White,ATX 2.x
Corsair RM750x SHIFT,750,143.89,80+ Gold,corsair rm x shift 2025,A+,Semi-digital. Very good noise profile and electrical performance. 5VSB OCP is set quite high.,48.87368421052632,https://cdna.pcpartpicker.com/static/forever/images/product/538f621aadcabc4d3a2a09a02d4df153.256p.jpg,Full / Side,,ATX,White,ATX 3.x
Gigabyte AORUS ELITE P1000,1000,144.04,80+ Platinum,gigabyte aorus elite ae pm pg5 ice,A,"Good overall electrical performance and component quality. Version 1.0 is ATX 3.0, Version 1.1 is ATX 3.1 to replace 12VHPWR with 12V-2x6.",106.65652173913044,https://cdna.pcpartpicker.com/static/forever/images/product/62980d0b7aa082a0e05c2f5112bc0f62.256p.jpg,Full,,ATX,Black,ATX 3.x
Lian Li SX1000P,1000,145.3,80+ Platinum,lian li sx p,A*,,103.17407407407407,https://cdna.pcpartpicker.com/static/forever/images/product/57114b343d41f0df8d33b45d9fe0d6f5.256p.jpg,Full,,ATX,White,ATX 3.x
Lian Li SX1200P,1200,145.59,80+ Platinum,lian li sx p,A*,,103.17407407407407,https://cdna.pcpartpicker.com/static/forever/images/product/2871158c9388924ffeb4413a5e9becd6.256p.jpg,Full,,ATX,Black,ATX 3.x
Inter-Tech SAMA XPH-1200A,1200,145.9,80+ Platinum,sama p,A,"The OCP and OPP triggering points need tuning. Very good ripple suppression, and decent component quality. Excellent noise profile.",108.8,https://cdna.pcpartpicker.com/static/forever/images/product/bb47802058a490e59cdeadda81002086.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower PF1 - TT Premium Edition,850,146.66,80+ Platinum,thermaltake toughpower pf1 premium,B+,No MOV,127.7,https://cdna.pcpartpicker.com/static/forever/images/product/d90172c8c0da1f422a349650d4e7eca9.256p.jpg,Full,,ATX,Black,ATX 2.x
Lian Li SX1200P,1200,147.04,80+ Platinum,lian li sx p,A*,,103.17407407407407,https://cdna.pcpartpicker.com/static/forever/images/product/9980aeba3b2688cef27bdbdf8d7dfc8a.256p.jpg,Full,,ATX,White,ATX 3.x
Silverstone Triton 1000Rz,1000,147.25,,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/41IzqgaMa6L.jpg,Full,,ATX,Black,N/A
Silverstone TX700-G,700,147.81,80+ Gold,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/7e9ddc1020c497683a9264ffe821dc2d.256p.jpg,No,,TFX,Black,N/A
